"result","id","comment","label"
"not toxic",2129,":face-red-droopy-eyes:",0
"toxic",2007,"I'm not sure mates in UK can spell",1
"not toxic",2008,"Plobably",0
"toxic",2009,"South Africa too busy recovering from Nelson Mandala failures",1
"not toxic",2010,"they got prigozhinz inner circle....shot putin wagner iz gonna be pissed",0
"not toxic",2011,"😄",0
"not toxic",2012,"Brazil on dial up",0
"toxic",2013,"Wagner is defanged but Russian morale in the toilet",1
"toxic",2014,"great at selling hotsogs",1
"toxic",2015,"800,000,000 rubles or $800 USA or best offer",1
"toxic",2016,"I bet someone could get for a Big Mac and some penicillin",1
"not toxic",2017,"256 wanking",0
"toxic",2018,"Correction,watching",1
"toxic",2019,"Clowns 🤡",1
"not toxic",2020,"🌸🌺🎉",0
"toxic",2021,"Fool",1
"toxic",2022,"Rest In Peace",1
"toxic",2023,"Poor souls",1
"toxic",2024,"rest in piss",1
"toxic",2025,"220 of them are alphabet gaywad fruity fruits.",1
"not toxic",2026,"Hahahahaha",0
"toxic",2027,"P I g s",1
"toxic",2028,"Curry scank breath is back",1
"toxic",2029,"are you pro Russian? he was literally a traitor",1
"toxic",2030,"Give up your obsession",1
"toxic",2031,"He's Indian, his government hasn't told him to support yet.",1
"toxic",2032,"You aren’t educated or evolved",1
"toxic",2033,"Hahaha pretend",1
"toxic",2034,"i wish loud at least beat eg",1
"toxic",2035,"gg",1
"toxic",2036,"Pansy is so exhaustingly biased.",1
"not toxic",2037,"loud suck\",0
"not toxic",2038,"who won first match",0
"toxic",2039,"that's the fnatic i wanted to see for the entire game",1
"toxic",2040,"loud vs eg",1
"toxic",2041,"loud win first map",1
"toxic",2042,"derke op",1
"toxic",2043,"@Noke man, cant we asian people see it in peace? why did you have to spoil it for us?",1
"toxic",2044,"gg",1
"toxic",2045,"gg",1
"not toxic",2046,"Who won",0
"toxic",2047,"GG",1
"not toxic",2048,"FNC yeee",0
"toxic",2049,"and after this they lose lol",1
"toxic",2050,"Auto THROWW",1
"not toxic",2051,"nc",0
"toxic",2052,"Wow. They are doing it. Gg",1
"toxic",2053,"gg",1
"toxic",2054,"true.. please be nice. we want to enjoy the rebrodcast bro, dont be spoiler:face-fuchsia-poop-shape:",1
"toxic",2055,"gg",1
"toxic",2056,"GG",1
"not toxic",2057,"WE NOW THEY LOSE JUST STOP",0
"toxic",2058,"just close the chat if u dont want spoilers",1
"toxic",2059,"is this replay?",1
"toxic",2060,"thats how you win a game",1
"toxic",2061,"just close the chat my genius guys and stop complaining",1
"not toxic",2062,"gada obat anjim",0
"not toxic",2063,"who won the game",0
"toxic",2064,"lets go fnatic",1
"toxic",2065,"who won between eg and prx???",1
"toxic",2066,"prx",1
"not toxic",2067,"PRX EZPZ WON",0
"toxic",2068,"prx",1
"not toxic",2069,"PRXX",0
"toxic",2070,"prx",1
"toxic",2071,"prx",1
"not toxic",2072,"m",0
"toxic",2073,"FNC > LOUD",1
"toxic",2074,"prx 2 - 1 eg",1
"toxic",2075,"i know the results. but i won't spoil any of them. i just want to enjoy, and let others enjoy it too bro:face-blue-smiling:",1
"not toxic",2076,"prx won",0
"toxic",2077,"@Afnan Rizqullah what do you expect if you open the chat?",1
"toxic",2078,"is this a replay ?",1
"not toxic",2079,"prx won",0
"toxic",2080,"this is not replay",1
"toxic",2081,"ya",1
"toxic",2082,"t is",1
"toxic",2083,"FNC > All of the teams",1
"toxic",2084,"mana reedem kod",1
"not toxic",2085,"kmkl",0
"toxic",2086,"why indo and pinoy fans come here? maybe our team is dangerous for them until they come to spread their bushit here. ermmmmm:face-blue-smiling:",1
"toxic",2087,"tes",1
"toxic",2088,"Jadi lagenda bersama EPIC SKIN* MLBB hanya RM1 dengan Hotlink! Level up pengalaman gaming anda dengan 5G sekarang. *Tertakluk terma",1
"not toxic",2089,":person-turqouise-waving:",0
"not toxic",2090,":face-orange-raised-eyebrow:",0
"toxic",2091,"sama2 manusia kenelah berbaik",1
"not toxic",2092,":dothefive:",0
"not toxic",2093,":washhands:",0
"toxic",2094,":virtualhug:",1
"toxic",2095,":socialdist:",1
"toxic",2096,":chillwdog:",1
"not toxic",2097,":dothefive:",0
"toxic",2098,":buffering:",1
"not toxic",2099,":face-blue-heart-eyes:",0
"not toxic",2100,"SRG EZ WIN 2 0",0
"not toxic",2101,":face-purple-smiling-fangs:",0
"not toxic",2102,":face-blue-covering-eyes:",0
"not toxic",2103,":hand-purple-blue-peace:",0
"not toxic",2104,":goat-turquoise-white-horns:",0
"not toxic",2105,"@kid I'm here because of demonkite and Super Red. What are you talking about?",0
"toxic",2106,"nak cipap ketat masuk youtube sini",1
"not toxic",2107,":face-blue-question-mark:",0
"not toxic",2108,":elbowbump:",0
"not toxic",2109,":face-blue-three-eyes:",0
"toxic",2110,":oops:",1
"not toxic",2111,":goat-turquoise-white-horns:",0
"not toxic",2112,":face-turquoise-covering-eyes:",0
"not toxic",2113,":body-green-covering-eyes:",0
"not toxic",2114,":hand-orange-covering-eyes:",0
"not toxic",2115,":face-red-droopy-eyes:",0
"not toxic",2116,":text-green-game-over:",0
"not toxic",2117,":person-turqouise-waving:",0
"not toxic",2118,":face-blue-smiling::face-blue-smiling::face-blue-smiling:",0
"not toxic",2119,":eyes-purple-crying:",0
"toxic",2120,"@kid I don't know about Indo Fans but for me, Malaysian teams have never been truly a threat to the Philippine teams. When was the first and last time your teams have made it to the finals?",1
"not toxic",2121,":yougotthis:",0
"toxic",2122,"MF MIZO",1
"not toxic",2123,"SRG win 100%",0
"toxic",2124,"dengar frost cast macam aku dengar wassap x2.0 speed",1
"toxic",2125,"tengok mpl indo main, jarang game habis belas minit. mostly habis 20+ minit walaupun team bawah²",1
"not toxic",2126,"Rap lu",0
"not toxic",2127,"bg muntun bgi code ui",0
"toxic",2128,"halo Malaysia",1
"toxic",2130,"keropok ml ade tk?",1
"not toxic",2131,":face-red-droopy-eyes:",0
"toxic",2132,"wah sombong",1
"toxic",2133,"@tanpa nama out",1
"toxic",2134,"애초에 러시아가 세계1위 다민족 국가라서 내부에 분쟁이 많은 나라임...",1
"toxic",2135,"푸틴이 제거되면 러시아가 내전이 발생할 수도 있고, 아님 외부로 공격을 돌릴 수도 있고... 변수가 더 많아 지게 되긴 할듯...",1
"toxic",2136,"변수가 많다고 해서 저렇게 마냥 푸틴의 독재하에서, 세계적으로 고립되고, 전쟁이나 하는 나라로 마냥 남게 되면, 그건 러시아에게있어 역사에 기록될 비참한 시기가 될것이고, 경재적으로도 세계로부터 외면당하면서 후진국으로 몰리게 되지 않겠어요!",1
"toxic",2137,"사실 푸틴 이후 러시아 경제는 오히려 좋아졌었음",1
"toxic",2138,"좋아졌음 뭐함 한순간에 말아먹엇는데",1
"not toxic",2139,"서방도 푸틴이 계속 있는게 이득이라 판단하는 내용도 많이 나왔었고....",0
"toxic",2140,"특히 미국이 제일 싫어하는 변수는 내전으로 인해 러시아 핵무기 분실되는 일이 생기는거임...",1
"toxic",2141,"러시아 저 정치인들은 무식하다고 밖에 할수가 없네요",1
"not toxic",2142,"ㄴㄴㄴ 러시아를 몰라서 그런거임",0
"toxic",2143,"러시아는 국민들도 정치에 별관심이 없음 일본처럼 도둑놈들이많아 누가 되도 똑같다고생각함",1
"toxic",2144,"그나마 푸틴이 나아서",1
"toxic",2145,"거기서 하나로 통합하는 것 부터가 일반인은 힘듬",1
"toxic",2146,"어유, 저 바이든, 정말 속이 탄다. 나의 4년을 잃어버린것 같다.",1
"toxic",2147,"거기다 농업 인구가 많으면 더 힘듬... 미국도 한국에 쌀을 강매 하듯이 여러나라게 강매하고 있는 이유가 빈부격차 때문인데....",1
"toxic",2148,"러시아는 민족도 가장 많은데 그런 빈부격차 차이를 달래는게 쉬운게 아님",1
"toxic",2149,"푸틴의 가슴속에는 러시아 국민들의 삶에대한 생각은 손꼽만큼도 없을 거야, 그냥 자신의 권력, 부, 자신의 행복만이 자신의 모든 결정이 원천일 겁니다.",1
"not toxic",2150,"그 또한 지나가리라...",0
"toxic",2151,"푸틴이 정권 잡고 GDP가 8~9배가 뛰었음",1
"toxic",2152,"푸틴과 같은 인간이 우리나라에서 대통령질을 하고 있으면, 얼마나 많는 데모가 일어 날지 상상해 보십시요.",1
"toxic",2153,"대구 만 할까....",1
"toxic",2154,"우리나라 데모는 전국에서 일어 납니다. 우리나라 사람들은 모두 똑같거든요.",1
"toxic",2155,"그건 땅이 작아서 모여서 해서 그런건데?ㅋㅋ",1
"toxic",2156,"ㅋㅋㅋㅋㅋㅋ 누가봐도 암살인데",1
"toxic",2157,"이걸 뭘 이야기하고 자빠져있누",1
"toxic",2158,"땅이 작아서 그런게 아니라, 같은 민족이고 같은 문화속에서 대대 손손 살아 왔기에 생각도 같겁니다.",1
"toxic",2159,"할짓 드럽게들없네",1
"toxic",2160,"푸틴의 과거행적을봐라",1
"toxic",2161,"암살하고도 남을놈이지",1
"toxic",2162,"그냥 땅이 작아서야",1
"toxic",2163,"괜히 KGB 출신이 아니여",1
"not toxic",2164,"내가 대한민국 사람인것이 자랑스럽습니다.",0
"toxic",2165,"그리고 요즘 시대에 뭔 민족드립이냐... 민족주의자도 아니고",1
"not toxic",2166,"우크라이나도 피서철 이라 해수욕장 개장했었네;;;",0
"toxic",2167,"프리고진 비행기 추락이 푸틴 짖이 아니라고 생각하는 사람?",1
"not toxic",2168,"남자들은 끌려가 전쟁터에서 싸우는데... 해변에서 해수욕 즐기는 사람들과 같이 보니... 좀 이건 아닌거 같은데....",0
"toxic",2169,"난 CIA에 한표",1
"not toxic",2170,"이 재명 ㅊ",0
"toxic",2171,"오늘 업로드 영상은 좀 충격이다",1
"toxic",2172,"최전선 근처에서 해수욕 즐기는 우크라이나 사람들 뉴스랑, 밤에는 바or술집에 손님이 만원이라는 뉴스 ㅎㄷㄷㄷ",1
"toxic",2173,"역시 한국 뉴스만 봐서는 이런거 모르고 넘어갈뻔 했네...",1
"toxic",2174,"나도CIA에 한표",1
"toxic",2175,"왜냐고? 프리고진은 푸틴의 상대가 안되고 득보다 실이 더 많다.",1
"toxic",2176,"그거 보단 안보이는 곳에서 제거하는게 푸틴한테 더 유리한데 굳이 저렇게 안죽이지",1
"toxic",2177,"지금 나오는 영상 등 나도 구해서 원본 봤는데",1
"toxic",2178,"시체도 뚱뚱해 보이는 사람은 안보였음",1
"toxic",2179,"토막난 시체 찍힌 영상은 차단 먹을테니 뉴스에 나온것만 업로드해야겠다",1
"toxic",2180,"프리고진은 배신한것이 아니고 그냥 까분것이고 프리고진이 그런 위협을 느꼈으면 전용기 접근하는자들을 무심코 볼 인간이 아니다.",1
"not toxic",2181,"자세한건 우린 모르니깐... 뭐...",0
"toxic",2182,"확실한건 뉴스가 팩트는 없고 카더라 뉴스만 있음",1
"toxic",2183,"최근의 러시아 기사는 거의다가 가짜 로 미국편에서 쓴 소설이 대부분이다",1
"toxic",2184,"Piyasadaki para hacmi nedir?",1
"toxic",2185,"NAS NE OLDU NAS",1
"toxic",2186,"şehit polis var",1
"toxic",2187,"şimdilik nas nadasa bırakıldı",1
"toxic",2188,"Lol",1
"toxic",2189,"Video of Lenin being cleaned on YouTube",1
"toxic",2190,"It's a interesting video",1
"toxic",2191,"""The pilot had a heat attack""",1
"not toxic",2192,"Troll factory shut down",0
"toxic",2193,"They have lab coats so it's totally professional",1
"not toxic",2194,"2 dayz still no response he dead alright...good job",0
"toxic",2195,"What country you think has the most trolls?",1
"toxic",2196,"Put🤡in said he dead.",1
"toxic",2197,"I say Norway",1
"not toxic",2198,"Russia",0
"not toxic",2199,"China",0
"toxic",2200,"bunch of fruity fruits",1
"toxic",2201,"NthKorea",1
"not toxic",2202,"DPRK alphabet people gaywads",0
"not toxic",2203,"India",0
"not toxic",2204,"Usa",0
"not toxic",2205,"Brazil",0
"toxic",2206,"yeah there are like 2-3 billion of them curry fruits",1
"toxic",2207,"Great Britain",1
"toxic",2208,"americA did it to blame putin",1
"not toxic",2209,"South Africa",0
"toxic",2210,"All do their jobs",1
"toxic",2211,"I'm not sure mates in UK can spell",1
"not toxic",2212,"Plobably",0
"toxic",2213,"South Africa too busy recovering from Nelson Mandala failures",1
"not toxic",2214,"they got prigozhinz inner circle....shot putin wagner iz gonna be pissed",0
"not toxic",2215,"😄",0
"not toxic",2216,"Brazil on dial up",0
"toxic",2217,"Wagner is defanged but Russian morale in the toilet",1
"toxic",2218,"great at selling hotsogs",1
"toxic",2219,"800,000,000 rubles or $800 USA or best offer",1
"toxic",2220,"I bet someone could get for a Big Mac and some penicillin",1
"not toxic",2221,"256 wanking",0
"toxic",2222,"Correction,watching",1
"toxic",2223,"Clowns 🤡",1
"not toxic",2224,"🌸🌺🎉",0
"toxic",2225,"Fool",1
"toxic",2226,"Rest In Peace",1
"toxic",2227,"Poor souls",1
"toxic",2228,"rest in piss",1
"toxic",2229,"220 of them are alphabet gaywad fruity fruits.",1
"not toxic",2230,"Hahahahaha",0
"toxic",2231,"P I g s",1
"toxic",2232,"Curry scank breath is back",1
"toxic",2233,"are you pro Russian? he was literally a traitor",1
"toxic",2234,"Give up your obsession",1
"toxic",2235,"He's Indian, his government hasn't told him to support yet.",1
"toxic",2236,"You aren’t educated or evolved",1
"toxic",2237,"Hahaha pretend",1
"toxic",2238,"i wish loud at least beat eg",1
"toxic",2239,"gg",1
"toxic",2240,"Pansy is so exhaustingly biased.",1
"not toxic",2241,"loud suck\",0
"not toxic",2242,"who won first match",0
"toxic",2243,"that's the fnatic i wanted to see for the entire game",1
"toxic",2244,"loud vs eg",1
"toxic",2245,"loud win first map",1
"toxic",2246,"derke op",1
"toxic",2247,"@Noke man, cant we asian people see it in peace? why did you have to spoil it for us?",1
"toxic",2248,"gg",1
"toxic",2249,"gg",1
"not toxic",2250,"Who won",0
"toxic",2251,"GG",1
"not toxic",2252,"FNC yeee",0
"toxic",2253,"and after this they lose lol",1
"toxic",2254,"Auto THROWW",1
"not toxic",2255,"nc",0
"toxic",2256,"Wow. They are doing it. Gg",1
"toxic",2257,"gg",1
"toxic",2258,"true.. please be nice. we want to enjoy the rebrodcast bro, dont be spoiler:face-fuchsia-poop-shape:",1
"toxic",2259,"gg",1
"toxic",2260,"GG",1
"not toxic",2261,"WE NOW THEY LOSE JUST STOP",0
"toxic",2262,"just close the chat if u dont want spoilers",1
"toxic",2263,"is this replay?",1
"toxic",2264,"thats how you win a game",1
"toxic",2265,"just close the chat my genius guys and stop complaining",1
"not toxic",2266,"gada obat anjim",0
"not toxic",2267,"who won the game",0
"toxic",2268,"lets go fnatic",1
"toxic",2269,"who won between eg and prx???",1
"toxic",2270,"prx",1
"not toxic",2271,"PRX EZPZ WON",0
"toxic",2272,"prx",1
"not toxic",2273,"PRXX",0
"toxic",2274,"prx",1
"toxic",2275,"prx",1
"not toxic",2276,"m",0
"toxic",2277,"FNC > LOUD",1
"toxic",2278,"prx 2 - 1 eg",1
"toxic",2279,"i know the results. but i won't spoil any of them. i just want to enjoy, and let others enjoy it too bro:face-blue-smiling:",1
"not toxic",2280,"prx won",0
"toxic",2281,"@Afnan Rizqullah what do you expect if you open the chat?",1
"toxic",2282,"is this a replay ?",1
"not toxic",2283,"prx won",0
"toxic",2284,"this is not replay",1
"toxic",2285,"ya",1
"toxic",2286,"t is",1
"toxic",2287,"FNC > All of the teams",1
"toxic",2288,"mana reedem kod",1
"not toxic",2289,"kmkl",0
"toxic",2290,"why indo and pinoy fans come here? maybe our team is dangerous for them until they come to spread their bushit here. ermmmmm:face-blue-smiling:",1
"toxic",2291,"tes",1
"toxic",2292,"Jadi lagenda bersama EPIC SKIN* MLBB hanya RM1 dengan Hotlink! Level up pengalaman gaming anda dengan 5G sekarang. *Tertakluk terma",1
"not toxic",2293,":person-turqouise-waving:",0
"not toxic",2294,":face-orange-raised-eyebrow:",0
"toxic",2295,"sama2 manusia kenelah berbaik",1
"not toxic",2296,":dothefive:",0
"not toxic",2297,":washhands:",0
"toxic",2298,":virtualhug:",1
"toxic",2299,":socialdist:",1
"toxic",2300,":chillwdog:",1
"not toxic",2301,":dothefive:",0
"toxic",2302,":buffering:",1
"not toxic",2303,":face-blue-heart-eyes:",0
"not toxic",2304,"SRG EZ WIN 2 0",0
"not toxic",2305,":face-purple-smiling-fangs:",0
"not toxic",2306,":face-blue-covering-eyes:",0
"not toxic",2307,":hand-purple-blue-peace:",0
"not toxic",2308,":goat-turquoise-white-horns:",0
"not toxic",2309,"@kid I'm here because of demonkite and Super Red. What are you talking about?",0
"toxic",2310,"nak cipap ketat masuk youtube sini",1
"not toxic",2311,":face-blue-question-mark:",0
"not toxic",2312,":elbowbump:",0
"not toxic",2313,":face-blue-three-eyes:",0
"toxic",2314,":oops:",1
"not toxic",2315,":goat-turquoise-white-horns:",0
"not toxic",2316,":face-turquoise-covering-eyes:",0
"not toxic",2317,":body-green-covering-eyes:",0
"not toxic",2318,":hand-orange-covering-eyes:",0
